10,0.332,63.57
11,0.685,66.619
12,1.436,71.291
13,3.022,76.723
14,6.403,83.617
15,13.399,96.149
16,28.653,117.063
17,60.981,151.763
18,128.269,226.1
19,271.986,388.726
20,681.066,831.718
21,1700.38,1879.23
22,4214.48,4417.2
23,8875.88,9096.46
24,20977,21226.1
25,44795.8,45068.4
26,101479,101783
27,287554,287658
28,584636,899410
