10,1.162,34.126
11,3.923,35.817
12,14.123,36.992
13,53.738,39.083
14,213.04,40.643
15,818.964,42.025
16,3240.1,43.89
17,13028.6,46.313
18,52450.5,48.574
19,250819,50.319
20,1.03743e+06,54.486
21,over time,55.476
22,over time,54.857
23,over time,54.28
24,over time,54.532
25,over time,54.292
26,over time,54.669
27,over time,54.211
28,over time,54.211
29,over time,54.211
30,over time,54.211
